CALL ID,Call_Date,Product,Resolved_Ontime,Service,Support_Rep,Minutes_On_Phone,Severity,Failure_Type,Customer_Type,Customer Sat Rating,TTA,Vendor
229,4/11/2013,Platinum Plus Card,Yes,Credit Services,Ali Hasem,19,Medium,Chat,Institutional,Poor,14,Telesynch
230,4/11/2013,Platinum Plus Card,Yes,Credit Services,Brian Locke,21,Medium,Chat,Government,Poor,18,Telesynch
231,4/11/2013,Savings and Money Market,Yes,Banking Services,Bill Jones,49,High,Chat,Government,Poor,16,Telesynch
232,4/11/2013,Checking Accounts,No,Banking Services,Sheila Straton,49,Low,Phone,Institutional,Poor,6,Telesynch
233,4/11/2013,Checking Accounts,No,Banking Services,Bill Jones,8,High,Phone,Direct,Poor,4,Telesynch
234,4/11/2013,Silver Plus Card,Yes,Credit Services,Sheila Straton,9,Low,Phone,Institutional,Poor,14,Telesynch
235,4/11/2013,Certificate of Deposit,Yes,Banking Services,Cindy Yu,56,High,Chat,Commercial,Poor,17,Telesynch
236,4/11/2013,Mutual Funds,No,Investment Services,Bill Jones,56,Medium,Phone,Reseller,Poor,11,Telesynch
237,4/11/2013,Mutual Funds,No,Investment Services,Chen Lee,55,Low,Phone,Government,Poor,14,Telesynch
238,4/11/2013,Mutual Funds,Yes,Investment Services,Vamsi Haji,54,High,Chat,Reseller,Poor,4,Telesynch
239,4/12/2013,Securities Brokerage,Yes,Investment Services,Chen Lee,15,Medium,Chat,Commercial,Poor,9,Telesynch
240,4/12/2013,Checking Accounts,Yes,Banking Services,Ali Hasem,18,Medium,Phone,Commercial,Poor,17,Telesynch
241,4/12/2013,Checking Accounts,Yes,Banking Services,Cindy Yu,20,High,Phone,Commercial,Poor,20,Telesynch
242,4/12/2013,Retirement,No,Investment Services,Cindy Yu,47,Medium,Chat,Government,Poor,15,Telesynch
243,4/12/2013,Overdraft Protection Services,No,Banking Services,Sheila Straton,28,Medium,Chat,Institutional,Poor,6,Telesynch
244,4/12/2013,Checking Accounts,No,Banking Services,Ali Hasem,42,Medium,Phone,Commercial,Poor,6,Telesynch
245,4/12/2013,Overdraft Protection Services,No,Banking Services,Cindy Yu,45,Low,Phone,Direct,Poor,8,Telesynch
246,4/12/2013,Securities Brokerage,No,Investment Services,Bill Jones,60,High,Phone,Institutional,Poor,9,Telesynch
247,4/12/2013,Checking Accounts,No,Banking Services,Ali Hasem,29,Medium,Chat,Reseller,Poor,20,Telesynch
248,4/12/2013,Checking Accounts,Yes,Banking Services,Chen Lee,9,Low,Phone,Reseller,Poor,2,Telesynch
249,4/12/2013,Retirement,No,Investment Services,Ali Hasem,60,Low,Chat,Direct,Poor,12,Telesynch
250,4/12/2013,Checking Accounts,No,Banking Services,Brian Locke,55,Medium,Phone,Commercial,Poor,2,Telesynch
251,4/12/2013,Overdraft Protection Services,No,Banking Services,Sheila Straton,30,Low,Chat,Government,Poor,13,Telesynch
252,4/12/2013,Overdraft Protection Services,Yes,Banking Services,Kumar Prasad,51,Medium,Phone,Reseller,Poor,11,Telesynch
253,4/13/2013,Checking Accounts,Yes,Banking Services,Cindy Yu,53,Low,Chat,Institutional,Poor,15,Telesynch
254,4/13/2013,Overdraft Protection Services,Yes,Banking Services,Brad Stein,20,Low,Chat,Government,Poor,7,Telesynch
255,4/13/2013,Checking Accounts,Yes,Banking Services,Cindy Yu,38,Low,Chat,Direct,Poor,5,Telesynch
256,4/13/2013,Silver Plus Card,Yes,Credit Services,Brad Stein,54,Low,Phone,Reseller,Poor,5,Telesynch
257,4/13/2013,Checking Accounts,Yes,Banking Services,Bill Jones,12,Low,Phone,Commercial,Poor,18,Telesynch
258,4/13/2013,Checking Accounts,Yes,Banking Services,Kumar Prasad,12,High,Chat,Government,Poor,1,Telesynch
259,4/13/2013,Overdraft Protection Services,No,Banking Services,Brian Locke,41,High,Chat,Reseller,Poor,15,Telesynch
260,4/13/2013,Silver Plus Card,Yes,Credit Services,Brian Locke,20,High,Chat,Direct,Poor,5,Telesynch
261,4/14/2013,Checking Accounts,Yes,Banking Services,Brian Locke,56,Low,Chat,Reseller,Poor,15,Telesynch
262,4/14/2013,Securities Brokerage,Yes,Investment Services,Sheila Straton,10,Low,Chat,Reseller,Poor,5,Telesynch
263,4/14/2013,Retirement,No,Investment Services,Jen Garcia,41,High,Chat,Commercial,Poor,16,Telesynch
264,4/14/2013,Silver Plus Card,No,Credit Services,Jen Garcia,52,High,Chat,Commercial,Poor,8,Telesynch
265,4/14/2013,Checking Accounts,No,Banking Services,Bill Jones,36,Low,Phone,Direct,Poor,15,Telesynch
266,4/14/2013,Checking Accounts,No,Banking Services,Jen Garcia,55,High,Phone,Government,Poor,8,Telesynch
267,4/14/2013,Securities Brokerage,Yes,Investment Services,Cindy Yu,11,Medium,Chat,Government,Poor,6,Telesynch
268,4/14/2013,Checking Accounts,No,Banking Services,Ali Hasem,27,Medium,Chat,Commercial,Poor,5,Telesynch
269,4/14/2013,Retirement,Yes,Investment Services,Sheila Straton,43,High,Phone,Government,Poor,15,Telesynch
270,4/14/2013,Silver Plus Card,Yes,Credit Services,Kumar Prasad,37,Low,Phone,Government,Poor,16,Telesynch
271,4/19/2013,Platinum Plus Card,Yes,Credit Services,Bill Jones,33,High,Phone,Institutional,Poor,15,Telesynch
272,4/19/2013,Certificate of Deposit,Yes,Banking Services,Sheila Straton,26,Medium,Phone,Institutional,Poor,1,Telesynch
273,4/19/2013,Platinum Plus Card,Yes,Credit Services,Bill Jones,42,Low,Phone,Government,Poor,7,Telesynch
274,4/19/2013,Certificate of Deposit,Yes,Banking Services,Vamsi Haji,26,High,Chat,Commercial,Poor,6,Telesynch
275,4/20/2013,Variable Annuities,Yes,Investment Services,Vamsi Haji,33,Low,Chat,Government,Poor,2,Telesynch
276,4/20/2013,Mutual Funds,Yes,Investment Services,Vamsi Haji,15,Medium,Chat,Reseller,Poor,18,Telesynch
277,4/20/2013,Variable Annuities,Yes,Investment Services,Chen Lee,38,Low,Phone,Reseller,Poor,10,Telesynch
278,4/20/2013,Mutual Funds,Yes,Investment Services,Sheila Straton,54,High,Phone,Institutional,Poor,5,Telesynch
279,4/21/2013,Securities Brokerage,Yes,Investment Services,Ali Hasem,51,High,Phone,Commercial,Poor,1,Telesynch
280,4/21/2013,Securities Brokerage,No,Investment Services,Vamsi Haji,25,Medium,Phone,Reseller,Poor,7,Telesynch
281,4/22/2013,Checking Accounts,Yes,Banking Services,Kumar Prasad,36,Medium,Chat,Direct,Poor,16,Telesynch
282,4/22/2013,Checking Accounts,Yes,Banking Services,Bill Jones,39,High,Chat,Institutional,Poor,20,Telesynch
283,4/23/2013,Savings and Money Market,Yes,Banking Services,Jen Garcia,19,Medium,Phone,Government,Poor,18,Telesynch
284,4/23/2013,Mutual Funds,Yes,Investment Services,Kumar Prasad,59,Medium,Chat,Direct,Poor,6,Telesynch
285,4/23/2013,Platinum Plus Card,No,Credit Services,Ali Hasem,35,Low,Phone,Direct,Poor,8,Telesynch
286,4/23/2013,Mutual Funds,No,Investment Services,Kumar Prasad,23,Low,Phone,Reseller,Poor,7,Telesynch
287,4/23/2013,Checking Accounts,Yes,Banking Services,Brad Stein,49,Medium,Chat,Institutional,Poor,15,Telesynch
288,4/23/2013,Overdraft Protection Services,Yes,Banking Services,Chen Lee,51,Medium,Chat,Direct,Poor,6,Telesynch
289,4/23/2013,Infinite Gold Card,No,Credit Services,Ali Hasem,41,High,Phone,Government,Poor,13,Telesynch
290,4/23/2013,Infinite Gold Card,No,Credit Services,Chen Lee,44,Medium,Chat,Institutional,Poor,17,Telesynch
291,4/23/2013,Checking Accounts,No,Banking Services,Brad Stein,57,High,Phone,Commercial,Poor,19,Telesynch
292,4/23/2013,Infinite Gold Card,Yes,Credit Services,Chen Lee,44,High,Phone,Institutional,Poor,14,Telesynch
293,4/23/2013,Infinite Gold Card,No,Credit Services,Cindy Yu,23,Medium,Chat,Institutional,Poor,6,Telesynch
294,4/23/2013,Infinite Gold Card,No,Credit Services,Brad Stein,33,Medium,Phone,Reseller,Poor,13,Telesynch
295,4/23/2013,Checking Accounts,No,Banking Services,Bill Jones,28,Low,Phone,Direct,Poor,6,Telesynch
296,4/23/2013,Infinite Gold Card,Yes,Credit Services,Brian Locke,12,Medium,Phone,Government,Poor,7,Telesynch
297,4/23/2013,Savings and Money Market,No,Banking Services,Bill Jones,13,High,Chat,Reseller,Poor,20,Telesynch
298,4/23/2013,Platinum Plus Card,Yes,Credit Services,Bill Jones,57,Low,Phone,Institutional,Poor,14,Telesynch
299,4/23/2013,Checking Accounts,Yes,Banking Services,Brad Stein,39,Low,Chat,Direct,Poor,1,Telesynch
300,4/23/2013,Mutual Funds,Yes,Investment Services,Cindy Yu,59,Medium,Phone,Direct,Poor,11,Telesynch
301,4/23/2013,Mutual Funds,No,Investment Services,Chen Lee,58,Low,Phone,Institutional,Poor,17,Telesynch
302,4/23/2013,Overdraft Protection Services,No,Banking Services,Brad Stein,46,Low,Chat,Government,Poor,18,Telesynch
303,4/24/2013,Retirement,Yes,Investment Services,Chen Lee,41,High,Chat,Direct,Poor,19,Telesynch
304,4/24/2013,Overdraft Protection Services,Yes,Banking Services,Brian Locke,32,Low,Chat,Government,Poor,16,Telesynch
305,4/24/2013,Checking Accounts,No,Banking Services,Vamsi Haji,30,Medium,Chat,Institutional,Poor,11,Telesynch
306,4/24/2013,Checking Accounts,No,Banking Services,Vamsi Haji,56,Low,Chat,Commercial,Poor,19,Telesynch
307,4/24/2013,Retirement,No,Investment Services,Bill Jones,28,Medium,Phone,Reseller,Poor,8,Telesynch
308,4/24/2013,Overdraft Protection Services,No,Banking Services,Bill Jones,44,High,Phone,Reseller,Poor,2,Telesynch
309,4/30/2013,Infinite Gold Card,Yes,Credit Services,Brad Stein,16,Low,Chat,Reseller,Poor,9,Telesynch
310,4/30/2013,Infinite Gold Card,No,Credit Services,Cindy Yu,17,Medium,Chat,Reseller,Poor,7,Telesynch
311,5/1/2013,Rewards Card,Yes,Credit Services,Sheila Straton,43,High,Phone,Commercial,Poor,14,Telesynch
312,5/1/2013,Silver Plus Card,Yes,Credit Services,Vamsi Haji,25,High,Phone,Government,Poor,2,Telesynch
313,5/1/2013,Rewards Card,No,Credit Services,Ali Hasem,22,Low,Phone,Reseller,Poor,9,Telesynch
314,5/1/2013,Silver Plus Card,Yes,Credit Services,Bill Jones,33,Low,Chat,Government,Poor,10,Telesynch
315,5/2/2013,Checking Accounts,Yes,Banking Services,Brian Locke,37,Low,Phone,Commercial,Poor,16,Telesynch
316,5/2/2013,Silver Plus Card,Yes,Credit Services,Jen Garcia,47,Medium,Phone,Direct,Poor,9,Telesynch
317,5/2/2013,Retirement,Yes,Investment Services,Chen Lee,34,High,Phone,Reseller,Poor,9,Telesynch
318,5/2/2013,Mutual Funds,Yes,Investment Services,Bill Jones,33,Low,Phone,Institutional,Poor,14,Telesynch
319,5/2/2013,Variable Annuities,Yes,Investment Services,Sheila Straton,41,Low,Chat,Government,Poor,10,Telesynch
320,5/2/2013,Silver Plus Card,Yes,Credit Services,Cindy Yu,11,High,Phone,Government,Poor,1,Telesynch
321,5/2/2013,Variable Annuities,Yes,Investment Services,Ali Hasem,33,Low,Phone,Direct,Poor,11,Telesynch
322,5/2/2013,Checking Accounts,No,Banking Services,Chen Lee,55,High,Phone,Government,Poor,19,Telesynch
323,5/2/2013,Retirement,Yes,Investment Services,Sheila Straton,47,Low,Phone,Direct,Poor,7,Telesynch
324,5/2/2013,Silver Plus Card,Yes,Credit Services,Sheila Straton,9,Medium,Phone,Government,Poor,12,Telesynch
325,5/2/2013,Silver Plus Card,Yes,Credit Services,Brad Stein,54,Medium,Phone,Institutional,Poor,18,Telesynch
326,5/2/2013,Mutual Funds,Yes,Investment Services,Vamsi Haji,52,High,Phone,Institutional,Poor,17,Telesynch
327,5/3/2013,Platinum Plus Card,Yes,Credit Services,Ali Hasem,23,Medium,Chat,Government,Poor,4,Telesynch
328,5/3/2013,Mutual Funds,Yes,Investment Services,Cindy Yu,48,Low,Chat,Commercial,Poor,7,Telesynch
329,5/3/2013,Checking Accounts,Yes,Banking Services,Vamsi Haji,22,Low,Phone,Direct,Poor,17,Telesynch
330,5/3/2013,Silver Plus Card,Yes,Credit Services,Kumar Prasad,12,Medium,Chat,Reseller,Poor,1,Telesynch
331,5/3/2013,Rewards Card,Yes,Credit Services,Bill Jones,36,High,Chat,Commercial,Poor,19,Telesynch
332,5/3/2013,Mutual Funds,Yes,Investment Services,Bill Jones,44,High,Phone,Institutional,Poor,20,Telesynch
333,5/3/2013,Platinum Plus Card,Yes,Credit Services,Chen Lee,31,High,Phone,Government,Poor,9,Telesynch
334,5/3/2013,Checking Accounts,No,Banking Services,Jen Garcia,32,High,Phone,Commercial,Poor,8,Telesynch
335,5/3/2013,Rewards Card,No,Credit Services,Ali Hasem,59,Medium,Chat,Institutional,Poor,2,Telesynch
336,5/3/2013,Mutual Funds,Yes,Investment Services,Jen Garcia,21,Low,Phone,Government,Poor,7,Telesynch
337,5/3/2013,Silver Plus Card,Yes,Credit Services,Brad Stein,57,Medium,Chat,Commercial,Poor,17,Telesynch
338,5/3/2013,Mutual Funds,No,Investment Services,Sheila Straton,29,Low,Chat,Direct,Poor,12,Telesynch
339,5/11/2013,Variable Annuities,Yes,Investment Services,Jen Garcia,42,Low,Phone,Direct,Poor,7,Telesynch
340,5/11/2013,Silver Plus Card,Yes,Credit Services,Ali Hasem,44,Low,Phone,Institutional,Poor,16,Telesynch
341,5/11/2013,Savings and Money Market,Yes,Banking Services,Brad Stein,46,Low,Chat,Institutional,Poor,18,Telesynch
342,5/11/2013,Checking Accounts,Yes,Banking Services,Bill Jones,41,Medium,Phone,Institutional,Poor,20,Telesynch
343,5/11/2013,Checking Accounts,Yes,Banking Services,Ali Hasem,54,Low,Phone,Institutional,Poor,13,Telesynch
344,5/11/2013,Variable Annuities,Yes,Investment Services,Ali Hasem,8,Low,Chat,Commercial,Poor,16,Telesynch
345,5/11/2013,Savings and Money Market,Yes,Banking Services,Ali Hasem,40,Low,Chat,Commercial,Poor,10,Telesynch
346,5/11/2013,Silver Plus Card,Yes,Credit Services,Vamsi Haji,10,Medium,Phone,Government,Poor,3,Telesynch
347,5/14/2013,Platinum Plus Card,Yes,Credit Services,Brian Locke,17,Medium,Phone,Commercial,Poor,7,Telesynch
348,5/14/2013,Platinum Plus Card,No,Credit Services,Chen Lee,45,High,Chat,Institutional,Poor,15,Telesynch
349,5/19/2013,Infinite Gold Card,No,Credit Services,Cindy Yu,31,Low,Chat,Commercial,Poor,2,Telesynch
350,5/19/2013,Infinite Gold Card,Yes,Credit Services,Brian Locke,60,Low,Chat,Reseller,Poor,7,Telesynch
351,5/19/2013,Infinite Gold Card,Yes,Credit Services,Vamsi Haji,52,Medium,Phone,Reseller,Poor,16,Telesynch
352,5/19/2013,Infinite Gold Card,Yes,Credit Services,Ali Hasem,35,Medium,Chat,Commercial,Poor,8,Telesynch
353,5/21/2013,Savings and Money Market,No,Banking Services,Brad Stein,48,High,Phone,Government,Poor,7,Telesynch
354,5/21/2013,Savings and Money Market,Yes,Banking Services,Sheila Straton,19,High,Phone,Commercial,Poor,6,Telesynch
355,5/22/2013,Retirement,No,Investment Services,Ali Hasem,35,High,Phone,Reseller,Poor,10,Telesynch
356,5/22/2013,Mutual Funds,No,Investment Services,Chen Lee,17,Medium,Phone,Institutional,Poor,11,Telesynch
357,5/22/2013,Infinite Gold Card,Yes,Credit Services,Vamsi Haji,35,Low,Chat,Reseller,Poor,10,Telesynch
358,5/22/2013,Checking Accounts,Yes,Banking Services,Brian Locke,12,Low,Phone,Commercial,Poor,19,Telesynch
359,5/22/2013,Infinite Gold Card,Yes,Credit Services,Bill Jones,30,Low,Phone,Commercial,Poor,10,Telesynch
360,5/22/2013,Checking Accounts,No,Banking Services,Vamsi Haji,13,Medium,Phone,Commercial,Poor,19,Telesynch
361,5/22/2013,Retirement,No,Investment Services,Cindy Yu,15,Medium,Phone,Direct,Poor,18,Telesynch
362,5/22/2013,Mutual Funds,Yes,Investment Services,Vamsi Haji,45,Low,Phone,Government,Poor,7,Telesynch
363,5/23/2013,Retirement,No,Investment Services,Cindy Yu,42,High,Chat,Commercial,Poor,7,Telesynch
364,5/23/2013,Infinite Gold Card,Yes,Credit Services,Jen Garcia,40,Low,Phone,Institutional,Poor,5,Telesynch
365,5/23/2013,Infinite Gold Card,Yes,Credit Services,Ali Hasem,52,Low,Phone,Institutional,Poor,17,Telesynch
366,5/23/2013,Securities Brokerage,No,Investment Services,Brian Locke,31,Low,Chat,Direct,Poor,14,Telesynch
367,5/23/2013,Infinite Gold Card,Yes,Credit Services,Jen Garcia,33,Medium,Chat,Direct,Poor,4,Telesynch
368,5/23/2013,Infinite Gold Card,Yes,Credit Services,Bill Jones,33,Medium,Phone,Reseller,Poor,15,Telesynch
369,5/23/2013,Infinite Gold Card,Yes,Credit Services,Sheila Straton,58,Low,Phone,Government,Poor,15,Telesynch
370,5/23/2013,Securities Brokerage,Yes,Investment Services,Kumar Prasad,53,High,Chat,Commercial,Poor,4,Telesynch
371,5/23/2013,Infinite Gold Card,No,Credit Services,Cindy Yu,44,Medium,Phone,Reseller,Poor,17,Telesynch
372,5/23/2013,Retirement,Yes,Investment Services,Sheila Straton,27,Medium,Phone,Reseller,Poor,9,Telesynch
373,5/24/2013,Savings and Money Market,Yes,Banking Services,Kumar Prasad,23,Medium,Chat,Institutional,Poor,2,Telesynch
374,5/24/2013,Infinite Gold Card,No,Credit Services,Brian Locke,37,Medium,Chat,Government,Poor,6,Telesynch
375,5/24/2013,Infinite Gold Card,No,Credit Services,Bill Jones,14,High,Chat,Direct,Poor,16,Telesynch
376,5/24/2013,Savings and Money Market,Yes,Banking Services,Bill Jones,41,Low,Chat,Institutional,Poor,19,Telesynch
377,5/31/2013,Checking Accounts,Yes,Banking Services,Brad Stein,44,Medium,Chat,Reseller,Poor,15,Telesynch
378,5/31/2013,Checking Accounts,Yes,Banking Services,Cindy Yu,33,Medium,Chat,Commercial,Poor,13,Telesynch
379,6/2/2013,Rewards Card,Yes,Credit Services,Vamsi Haji,58,Medium,Chat,Commercial,Poor,1,Telesynch
380,6/2/2013,Retirement,Yes,Investment Services,Cindy Yu,37,Medium,Chat,Reseller,Poor,8,Telesynch
381,6/2/2013,Rewards Card,No,Credit Services,Kumar Prasad,48,Low,Phone,Commercial,Poor,14,Telesynch
382,6/2/2013,Retirement,Yes,Investment Services,Brad Stein,7,Medium,Phone,Direct,Poor,19,Telesynch
383,6/3/2013,Platinum Plus Card,Yes,Credit Services,Brian Locke,23,Low,Phone,Commercial,Poor,16,Telesynch
384,6/3/2013,Checking Accounts,Yes,Banking Services,Kumar Prasad,20,Low,Phone,Reseller,Poor,19,Telesynch
385,6/3/2013,Retirement,Yes,Investment Services,Jen Garcia,38,Medium,Chat,Direct,Poor,15,Telesynch
386,6/3/2013,Platinum Plus Card,Yes,Credit Services,Vamsi Haji,46,High,Chat,Direct,Poor,10,Telesynch
387,6/3/2013,Checking Accounts,Yes,Banking Services,Chen Lee,12,Low,Chat,Commercial,Poor,1,Telesynch
388,6/3/2013,Retirement,Yes,Investment Services,Vamsi Haji,32,High,Phone,Commercial,Poor,3,Telesynch
389,6/7/2013,Platinum Plus Card,Yes,Credit Services,Chen Lee,20,Medium,Chat,Direct,Poor,13,Telesynch
390,6/7/2013,Platinum Plus Card,No,Credit Services,Vamsi Haji,16,Low,Chat,Commercial,Poor,18,Telesynch
391,6/8/2013,Retirement,Yes,Investment Services,Brian Locke,51,Low,Chat,Reseller,Poor,13,Telesynch
392,6/8/2013,Retirement,Yes,Investment Services,Vamsi Haji,39,Low,Phone,Institutional,Poor,11,Telesynch
393,6/11/2013,Savings and Money Market,Yes,Banking Services,Brad Stein,57,Medium,Phone,Commercial,Poor,13,Telesynch
394,6/11/2013,Platinum Plus Card,Yes,Credit Services,Brian Locke,22,Medium,Phone,Commercial,Poor,3,Telesynch
395,6/11/2013,Savings and Money Market,Yes,Banking Services,Ali Hasem,44,High,Chat,Direct,Poor,10,Telesynch
396,6/11/2013,Platinum Plus Card,No,Credit Services,Chen Lee,10,Low,Chat,Government,Poor,14,Telesynch
397,6/14/2013,Platinum Plus Card,Yes,Credit Services,Brad Stein,19,High,Chat,Institutional,Poor,19,Telesynch
398,6/14/2013,Platinum Plus Card,Yes,Credit Services,Sheila Straton,10,Medium,Chat,Government,Poor,7,Telesynch
399,6/18/2013,Securities Brokerage,Yes,Investment Services,Kumar Prasad,13,Medium,Phone,Commercial,Poor,12,Telesynch
400,6/18/2013,Securities Brokerage,Yes,Investment Services,Kumar Prasad,30,High,Chat,Direct,Poor,2,Telesynch
401,6/19/2013,Checking Accounts,No,Banking Services,Vamsi Haji,24,Medium,Chat,Reseller,Poor,12,Telesynch
402,6/19/2013,Infinite Gold Card,Yes,Credit Services,Chen Lee,11,Low,Chat,Institutional,Poor,17,Telesynch
403,6/19/2013,Checking Accounts,Yes,Banking Services,Ali Hasem,8,Low,Chat,Commercial,Poor,13,Telesynch
404,6/19/2013,Infinite Gold Card,No,Credit Services,Chen Lee,31,Medium,Chat,Direct,Poor,20,Telesynch
405,6/21/2013,Variable Annuities,No,Investment Services,Vamsi Haji,53,Medium,Chat,Institutional,Poor,10,Telesynch
406,6/21/2013,Variable Annuities,No,Investment Services,Sheila Straton,40,High,Chat,Institutional,Poor,16,Telesynch
407,6/24/2013,Savings and Money Market,Yes,Banking Services,Kumar Prasad,37,High,Chat,Direct,Poor,17,Telesynch
408,6/24/2013,Savings and Money Market,Yes,Banking Services,Brad Stein,20,Low,Phone,Reseller,Poor,3,Telesynch
409,6/25/2013,Securities Brokerage,No,Investment Services,Ali Hasem,43,Low,Chat,Government,Poor,8,Telesynch
410,6/25/2013,Securities Brokerage,Yes,Investment Services,Sheila Straton,48,High,Chat,Commercial,Poor,13,Telesynch
411,6/26/2013,Retirement,No,Investment Services,Ali Hasem,44,Medium,Chat,Reseller,Poor,10,Telesynch
412,6/26/2013,Checking Accounts,Yes,Banking Services,Chen Lee,54,Low,Chat,Institutional,Poor,10,Telesynch
413,6/26/2013,Infinite Gold Card,Yes,Credit Services,Brad Stein,59,Medium,Chat,Direct,Poor,11,Telesynch
414,6/26/2013,Securities Brokerage,No,Investment Services,Cindy Yu,25,High,Chat,Direct,Poor,5,Telesynch
415,6/26/2013,Securities Brokerage,Yes,Investment Services,Kumar Prasad,46,Medium,Chat,Direct,Poor,8,Telesynch
416,6/26/2013,Checking Accounts,No,Banking Services,Bill Jones,59,Low,Chat,Reseller,Poor,1,Telesynch
417,6/26/2013,Infinite Gold Card,Yes,Credit Services,Brad Stein,60,Low,Phone,Institutional,Poor,15,Telesynch
418,6/26/2013,Securities Brokerage,Yes,Investment Services,Cindy Yu,9,High,Phone,Institutional,Poor,9,Telesynch
419,6/26/2013,Securities Brokerage,No,Investment Services,Sheila Straton,38,Medium,Phone,Commercial,Poor,16,Telesynch
